AFFILIATED_NAME,total_amount,avg_provider_payment,max_single_payment,provider_count,transaction_count,payment_concentration,transaction_intensity,amount_score,concentration_score,intensity_score,risk_score,risk_category
Dr Shannon Chandler & Associates (FKA Shannon R Chandler Corp),28.68,28.68,14.68,1,2,28.68,2.0,0.0001815633936684328,0.00027234509050264917,0.5535055350553506,0.5539594435395216,Low
MercyOne Genesis Davenport Medical Center (FKA Genesis Medical Center - East Rusholme Street),28.68,28.68,15.92,1,2,28.68,2.0,0.0001815633936684328,0.00027234509050264917,0.5535055350553506,0.5539594435395216,Low
Davenport Eye Group PC,28.68,28.68,15.92,1,2,28.68,2.0,0.0001815633936684328,0.00027234509050264917,0.5535055350553506,0.5539594435395216,Low
RWJ University Hospital Hamilton,28.56,28.56,16.66,1,2,28.56,2.0,0.00018080371419701674,0.0002712055712955251,0.5535055350553506,0.5539575443408431,Low
Menard Eye Center,28.48,28.48,15.09,1,2,28.48,2.0,0.00018029726121607272,0.0002704458918241091,0.5535055350553506,0.5539562782083908,Low
Vandalia Optometry Llc,28.46,28.46,14.81,1,2,28.46,2.0,0.00018017064797083671,0.00027025597195625507,0.5535055350553506,0.5539559616752777,Low
Clearwater Family Eye Care,28.39,28.39,14.23,1,2,28.39,2.0,0.0001797275016125107,0.000269591252418766,0.5535055350553506,0.5539548538093819,Low
Millinocket Regional Hospital,28.36,28.36,14.94,1,2,28.36,2.0,0.0001795375817446567,0.00026930637261698504,0.5535055350553506,0.5539543790097122,Low
Central Illinois Family Eyecare LLC (FKA Dr Dennis M Brtva & Associates),28.17,28.17,16.95,1,2,28.17,2.0,0.00017833475591491464,0.000267502133872372,0.5535055350553506,0.5539513719451379,Low
Columbia Eye Associates PA,28.14,28.14,14.52,1,2,28.14,2.0,0.0001781448360470606,0.0002672172540705909,0.5535055350553506,0.5539508971454683,Low
Ballad Health Physicians,28.08,28.08,15.18,1,2,28.08,2.0,0.0001777649963113526,0.0002666474944670289,0.5535055350553506,0.553949947546129,Low
Anesthesia Associates of Gainesville,28.08,28.08,15.18,1,2,28.08,2.0,0.0001777649963113526,0.0002666474944670289,0.5535055350553506,0.553949947546129,Low
Anthony Wayne Vision Services Inc,27.94,27.94,14.28,1,2,27.94,2.0,0.00017687870359470056,0.0002653180553920509,0.5535055350553506,0.5539477318143373,Low
Frontier Family Vision Inc,27.9,27.9,23.0,1,2,27.9,2.0,0.00017662547710422854,0.0002649382156563428,0.5535055350553506,0.5539470987481112,Low
Dr De Grasse & Associates PA,27.89,27.89,14.43,1,2,27.89,2.0,0.00017656217048161055,0.00026484325572241586,0.5535055350553506,0.5539469404815547,Low
Livingston HealthCare,27.85,27.85,14.75,1,2,27.85,2.0,0.00017630894399113856,0.00026446341598670785,0.5535055350553506,0.5539463074153285,Low
Pure Vision Center,27.76,27.76,14.39,1,2,27.76,2.0,0.0001757391843875765,0.0002636087765813647,0.5535055350553506,0.5539448830163195,Low
Rockford Family Eyecare,27.71,27.71,15.9,1,2,27.71,2.0,0.0001754226512744865,0.00026313397691172976,0.5535055350553506,0.5539440916835369,Low
Wagner Family Eyecare PC,27.71,27.71,14.74,1,2,27.71,2.0,0.0001754226512744865,0.00026313397691172976,0.5535055350553506,0.5539440916835369,Low
Advanced Vision Center PLLC,27.67,27.67,15.68,1,2,27.67,2.0,0.00017516942478401447,0.0002627541371760217,0.5535055350553506,0.5539434586173106,Low
Anacapa Vision (AKA Ranjeet S Bajwa Od Inc),27.65,27.65,15.58,1,2,27.65,2.0,0.00017504281153877846,0.0002625642173081677,0.5535055350553506,0.5539431420841976,Low
Vision Center of Delaware (AKA Amy M Farrall OD LLC),27.57,27.57,14.7,1,2,27.57,2.0,0.00017453635855783445,0.0002618045378367517,0.5535055350553506,0.5539418759517452,Low
Atlantic Medical Eye Care (AKA Robert Scharfman),27.48,27.48,14.66,1,2,27.48,2.0,0.00017396659895427242,0.00026094989843140865,0.5535055350553506,0.5539404515527363,Low
Kent Alan Voyce OD PC,27.47,27.47,15.33,1,2,27.47,2.0,0.0001739032923316544,0.0002608549384974816,0.5535055350553506,0.5539402932861798,Low
Oxford University Eyecare PLLC,27.22,27.22,14.87,1,2,27.22,2.0,0.00017232062676620432,0.00025848094014930645,0.5535055350553506,0.5539363366222662,Low
LSU Healthcare Network,26.91,26.91,13.88,1,2,26.91,2.0,0.00017035812146504626,0.0002555371821975694,0.5535055350553506,0.5539314303590133,Low
Union Family Eye Associates,26.88,26.88,17.11,1,2,26.88,2.0,0.00017016820159719223,0.00025525230239578834,0.5535055350553506,0.5539309555593436,Low
Batavia Ophthalmology PLLC,26.82,26.82,13.87,1,2,26.82,2.0,0.00016978836186148423,0.0002546825427922263,0.5535055350553506,0.5539300059600043,Low
Sequoia Hospital,26.8,26.8,14.02,1,2,26.8,2.0,0.0001696617486162482,0.0002544926229243723,0.5535055350553506,0.5539296894268912,Low
OhioHealth Grant Medical Center,26.74,26.74,15.04,1,2,26.74,2.0,0.00016928190888054019,0.0002539228633208103,0.5535055350553506,0.553928739827552,Low
Alpine Family Eyecare (AKA Keith R Moulds OD PC),26.64,26.64,13.32,1,2,26.64,2.0,0.00016864884265436016,0.0002529732639815403,0.5535055350553506,0.5539271571619865,Low
Shadyside Eye Associates,26.5,26.5,13.56,1,2,26.5,2.0,0.00016776254993770812,0.0002516438249065622,0.5535055350553506,0.5539249414301949,Low
Eye Tech Optometric Center,26.37,26.37,14.53,1,2,26.37,2.0,0.0001669395638436741,0.00025040934576551116,0.5535055350553506,0.5539228839649598,Low
Trinity Eye Associates LLC,26.21,26.21,20.52,1,2,26.21,2.0,0.00016592665788178605,0.00024888998682267904,0.5535055350553506,0.553920351700055,Low
University of Iowa Health Care Medical Center Downtown (FKA Mercy Hospital - Iowa City),25.81,25.81,14.11,1,2,25.81,2.0,0.0001633943929770659,0.00024509158946559885,0.5535055350553506,0.5539140210377933,Low
Valley Medical Group,25.51,25.51,13.48,1,2,25.51,2.0,0.00016149519429852583,0.00024224279144778872,0.5535055350553506,0.5539092730410969,Low
Jonesville Eye Care (FKA Michael A Biddle OD PC),25.33,25.33,13.63,1,2,25.33,2.0,0.00016035567509140174,0.0002405335126371026,0.5535055350553506,0.5539064242430791,Low
Providence Medical Group - Montana,25.23,25.23,12.65,1,2,25.23,2.0,0.00015972260886522172,0.00023958391329783257,0.5535055350553506,0.5539048415775136,Low
Williams & Associates Eyecare (AKA Shelley Williams OD PC),25.09,25.09,16.68,1,2,25.09,2.0,0.00015883631614856968,0.0002382544742228545,0.5535055350553506,0.553902625845722,Low
Amerine Eye Care,25.01,25.01,14.01,1,2,25.01,2.0,0.00015832986316762567,0.0002374947947514385,0.5535055350553506,0.5539013597132697,Low
SouthWest Eyecare Inc,24.92,24.92,14.95,1,2,24.92,2.0,0.00015776010356406364,0.00023664015534609548,0.5535055350553506,0.5538999353142607,Low
Eye Center of North Florida,24.81,24.81,13.48,1,2,24.81,2.0,0.00015706373071526557,0.00023559559607289835,0.5535055350553506,0.5538981943821387,Low
Primary Eye Care Associates PSC,24.8,24.8,17.96,1,2,24.8,2.0,0.00015700042409264758,0.00023550063613897137,0.5535055350553506,0.5538980361155822,Low
CoxHealth,24.37,24.37,12.35,1,2,24.37,2.0,0.00015427823932007349,0.00023141735898011022,0.5535055350553506,0.5538912306536508,Low
Serendipity Eyecare LLC (AKA 20Twenty Eyecare),24.01,24.01,12.16,1,2,24.01,2.0,0.00015199920090582536,0.00022799880135873806,0.5535055350553506,0.5538855330576151,Low
Saied Hashemi OD PA,23.97,23.97,15.1,1,2,23.97,2.0,0.00015174597441535334,0.00022761896162303,0.5535055350553506,0.553884899991389,Low
Skibo Family Eyecare,23.81,23.81,11.93,1,2,23.81,2.0,0.0001507330684534653,0.00022609960268019793,0.5535055350553506,0.5538823677264842,Low
Haines Vision Care (AKA Smithfield Eye Associates Optometry),23.79,23.79,11.99,1,2,23.79,2.0,0.00015060645520822928,0.00022590968281234393,0.5535055350553506,0.5538820511933712,Low
Carthage Eye Clinic PA,23.78,23.78,12.14,1,2,23.78,2.0,0.0001505431485856113,0.00022581472287841695,0.5535055350553506,0.5538818929268147,Low
Spex Express Inc,23.75,23.75,13.91,1,2,23.75,2.0,0.00015035322871775726,0.0002255298430766359,0.5535055350553506,0.553881418127145,Low
Freehold Family Eyecare PC,21.74,21.74,12.91,1,2,21.74,2.0,0.00013762859757153863,0.00020644289635730797,0.5535055350553506,0.5538496065492795,Low
Snowy Range Vision Center (AKA James A Boucher & Sue E Lowe PTR),21.58,21.58,10.85,1,2,21.58,2.0,0.0001366156916096506,0.00020492353741447588,0.5535055350553506,0.5538470742843747,Low
Murrieta Optometry,20.88,20.88,12.05,1,2,20.88,2.0,0.0001321842280263904,0.0001982763420395856,0.5535055350553506,0.5538359956254166,Low
Geneseo Vision Center (FKA Vision Source Geneseo LLC),20.72,20.72,14.78,1,2,20.72,2.0,0.00013117132206450234,0.0001967569830967535,0.5535055350553506,0.5538334633605119,Low
Family Vision Center PA,19.91,19.91,10.51,1,2,19.91,2.0,0.0001260434856324441,0.00018906522844866613,0.5535055350553506,0.5538206437694317,Low
Dr Shameem Khan Optometrist Inc,19.6,19.6,10.1,1,2,19.6,2.0,0.000124080980331286,0.00018612147049692902,0.5535055350553506,0.5538157375061789,Low
Palmetto Eye,19.5,19.5,16.64,1,2,19.5,2.0,0.00012344791410510598,0.00018517187115765896,0.5535055350553506,0.5538141548406134,Low
Amarillo Family Eyecare PC,19.42,19.42,10.16,1,2,19.42,2.0,0.00012294146112416197,0.00018441219168624292,0.5535055350553506,0.553812888708161,Low
Falgoust Eye Medical and Surgical,19.07,19.07,11.96,1,2,19.07,2.0,0.00012072572933253183,0.00018108859399879775,0.5535055350553506,0.5538073493786819,Low
California Hospital Medical Center,19.07,19.07,15.26,1,2,19.07,2.0,0.00012072572933253183,0.00018108859399879775,0.5535055350553506,0.5538073493786819,Low
Melissa Eye Associates Llp,18.78,18.78,13.56,1,2,18.78,2.0,0.00011888983727660976,0.00017833475591491464,0.5535055350553506,0.5538027596485421,Low
Holly Springs Eyecare PLLC,18.43,18.43,12.98,1,2,18.43,2.0,0.00011667410548497964,0.00017501115822746947,0.5535055350553506,0.5537972203190631,Low
Avery Eye Care Center PC,18.12,18.12,12.7,1,2,18.12,2.0,0.00011471160018382155,0.00017206740027573232,0.5535055350553506,0.5537923140558102,Low
Mid-State Eye Partners Inc,18.06,18.06,9.15,1,2,18.06,2.0,0.00011433176044811351,0.00017149764067217026,0.5535055350553506,0.5537913644564709,Low
Enhance Eye Care,17.62,17.62,8.86,1,2,17.62,2.0,0.0001115462690529214,0.0001673194035793821,0.5535055350553506,0.553784400727983,Low
Huffman Family Eye Care PC,17.61,17.61,12.23,1,2,17.61,2.0,0.0001114829624303034,0.00016722444364545509,0.5535055350553506,0.5537842424614263,Low
Eye Capitol,17.4,17.4,15.16,1,2,17.4,2.0,0.00011015352335532532,0.00016523028503298798,0.5535055350553506,0.5537809188637389,Low
Spare Pair Vision Center,17.05,17.05,10.35,1,2,17.05,2.0,0.00010793779156369524,0.00016190668734554286,0.5535055350553506,0.5537753795342598,Low
20/20 Vision Care,16.47,16.47,9.97,1,2,16.47,2.0,0.00010426600745185103,0.00015639901117777655,0.5535055350553506,0.5537662000739803,Low
Cincinnati Childrens Physicians,16.45,16.45,13.53,1,2,16.45,2.0,0.00010413939420661504,0.00015620909130992255,0.5535055350553506,0.5537658835408672,Low
Shannon Vision Care,22.13,11.06,10.02,2,4,11.065,2.0,0.00014009755585364078,0.00010507316689023059,0.5535055350553506,0.5537507057780945,Low
May Vision Center LLC,15.22,15.22,8.86,1,2,15.22,2.0,9.635267962460067e-05,0.000144529019436901,0.5535055350553506,0.5537464167544122,Low
Kenneth D Boltz OD LLC,14.8,14.8,9.63,1,2,14.8,2.0,9.369380147464454e-05,0.0001405407022119668,0.5535055350553506,0.5537397695590373,Low
Tara N Van De Wyngaerde OD PC,13.7,13.7,8.59,1,2,13.7,2.0,8.67300729866642e-05,0.0001300951094799963,0.5535055350553506,0.5537223602378173,Low
Eye Associates & Surgicenter,13.44,13.44,9.98,1,2,13.44,2.0,8.508410079859611e-05,0.00012762615119789417,0.5535055350553506,0.5537182453073471,Low
Resident Eyecare Associates,13.11,13.11,10.73,1,2,13.11,2.0,8.299498225220202e-05,0.00012449247337830303,0.5535055350553506,0.5537130225109811,Low
Batesville Vision Clinic Pa,13.1,13.1,9.66,1,2,13.1,2.0,8.2931675629584e-05,0.00012439751344437601,0.5535055350553506,0.5537128642444246,Low
Central Iowa Eyecare (AKA Dr Ryan J Brown PC),12.31,12.31,10.92,1,2,12.31,2.0,7.793045244276177e-05,0.00011689567866414265,0.5535055350553506,0.5537003611864575,Low
Clark Tait Eye Center (FKA Clark Eye Center),11.55,11.55,8.45,1,2,11.55,2.0,7.311914912379354e-05,0.00010967872368569032,0.5535055350553506,0.5536883329281601,Low
Medical Center Ophthalmology Associates (FKA Medical Center Hospitalists),3351.23,372.36,2730.0,9,17,372.3588888888889,1.8888888888888888,0.021215505291613042,0.003535917548602173,0.5227552275522755,0.5475066503924908,Low
Contra Costa Regional Medical Center,2180.48,218.05,988.89,10,19,218.048,1.9,0.013803882448610331,0.00207058236729155,0.525830258302583,0.5417047231184849,Low
EyeHealth Northwest,1173.43,90.26,310.15,13,25,90.26384615384616,1.9230769230769231,0.007428589017864334,0.0008571448866766539,0.5322168606301447,0.5405025945346857,Low
Retinal Consultants of Arizona,8188.07,2729.36,5000.0,3,5,2729.3566666666666,1.6666666666666667,0.05183590574597923,0.025917952872989616,0.46125461254612543,0.5390084711650943,Low
Jervey Eye Group,546.6,49.69,127.02,11,21,49.690909090909095,1.9090909090909092,0.0034603399923000475,0.000471864544404552,0.5283461925528345,0.5322783970895392,Low
Mayo Clinic Hospital - Saint Marys Campus,4123.39,824.68,1249.96,5,9,824.6780000000001,1.8,0.026103789463684766,0.00783113683910543,0.4981549815498155,0.5320899078526057,Low
ReFocus Eye Health (FKA Eye Center of Southern Connecticut PC),513.7,46.7,121.6,11,21,46.7,1.9090909090909092,0.0032520612038868177,0.0004434628914391115,0.5283461925528345,0.5320417166481605,Low
Riverside Health System Physicians (FKA Riverside Medical Group),658.08,82.26,145.05,8,15,82.26,1.875,0.004166082221245546,0.0007811404164835399,0.5189114391143911,0.5238586617521201,Low
Duly Health and Care (FKA DuPage Medical Group),488.5,61.06,115.2,8,15,61.0625,1.875,0.00309252851488945,0.0005798490965417719,0.5189114391143911,0.5225838167258223,Low
Kleiman Evangelista Eye Centers of Texas (AKA Dallas Eye Care Associates Lp),1741.3,290.22,693.95,6,11,290.21666666666664,1.8333333333333333,0.011023582196472873,0.0027558955491182183,0.507380073800738,0.5211595515463291,Low
The Princeton Eye Group,202.58,25.32,21.06,8,15,25.3225,1.875,0.0012824655609955061,0.00024046229268665742,0.5189114391143911,0.5204343669680732,Low
Midwest Eye Consultants,648.47,92.64,210.96,7,13,92.63857142857144,1.8571428571428572,0.004105244556909644,0.0008796952621949239,0.5139694254085398,0.5189543652276444,Low
Orlando Health Physicians,11777.2,2944.3,5750.0,4,6,2944.3,1.5,0.07455747558967457,0.027959053346127964,0.4151291512915129,0.5176456802273155,Low
Montefiore Hospital - Moses Campus,941.46,156.91,125.0,6,11,156.91,1.8333333333333333,0.005960065292994516,0.001490016323248629,0.507380073800738,0.5148301554169812,Low
Westminster Eyecare Associates,861.14,143.52,130.01,6,11,143.52333333333334,1.8333333333333333,0.005451586500126716,0.001362896625031679,0.507380073800738,0.5141945569258964,Low
Phoenix Retina Associates,5422.35,1807.45,4500.0,3,5,1807.45,1.6666666666666667,0.0343270665152729,0.017163533257636445,0.46125461254612543,0.5127452123190348,Low
Ophthalmic Consultants of Boston,1568.75,313.75,475.56,5,9,313.75,1.8,0.00993122642319923,0.002979367926959769,0.4981549815498155,0.5110655758999745,Low
Nationwide Vision Center,1752.95,175.3,411.96,10,18,175.29500000000002,1.8,0.011097334411822847,0.0016646001617734271,0.4981549815498155,0.5109169161234118,Low
Horizon Eye Specialists & Lasik Center,432.17,72.03,112.63,6,11,72.02833333333334,1.8333333333333333,0.002735922309682238,0.0006839805774205595,0.507380073800738,0.5107999766878408,Low
Cockrell Eyecare Center,188.1,31.35,21.08,6,11,31.349999999999998,1.8333333333333333,0.0011907975714446377,0.00029769939286115936,0.507380073800738,0.5088685707650438,Low
Eye Associates of Colorado Springs,177.02,29.5,23.99,6,11,29.503333333333334,1.8333333333333333,0.0011206538335838902,0.0002801634583959726,0.507380073800738,0.5087808910927178,Low
Shopko Optical,1749.8,194.42,486.8,9,16,194.42222222222222,1.7777777777777777,0.011077392825698175,0.0018462321376163627,0.4920049200492005,0.504928545012515,Low
Grin Eye Care,2329.31,582.33,1500.0,4,7,582.3275,1.75,0.014746074913034072,0.005529778092387777,0.4843173431734317,0.5045931961788536,Low
Tayani Institute (AKA Ramin Tayani MD),744.05,148.81,352.63,5,9,148.81,1.8,0.004710329255892517,0.0014130987767677554,0.4981549815498155,0.5042784095824758,Low
White Eye Associates PA,326.64,65.33,119.04,5,9,65.328,1.8,0.002067847521194452,0.0006203542563583356,0.4981549815498155,0.5008431833273683,Low
The Eye Clinic PC,184.63,36.93,62.46,5,9,36.926,1.8,0.0011688301733961905,0.0003506490520188572,0.4981549815498155,0.4996744607752306,Low
Roberts EyeCare,183.26,36.65,26.8,5,9,36.652,1.8,0.001160157166097524,0.0003480471498292573,0.4981549815498155,0.4996631858657423,Low
Eye Institute of Austin,161.52,32.3,43.45,5,9,32.304,1.8,0.0010225285685259856,0.00030675857055779564,0.4981549815498155,0.4994842686888993,Low
Associated Eyecare,139.69,27.94,19.56,5,9,27.938,1.8,0.0008843302113508848,0.0002652990634052654,0.4981549815498155,0.49930461082457167,Low
Ross Eyecare Group PC,121.69,24.34,16.25,5,9,24.338,1.8,0.0007703782906384793,0.0002311134871915438,0.4981549815498155,0.49915647332764557,Low
Valley Eye Associates,431.84,30.85,24.26,14,25,30.845714285714283,1.7857142857142858,0.002733833191135844,0.000292910699050269,0.4942013705851344,0.4972281144753205,Low
Evergreen Eye Center,983.42,245.86,700.0,4,7,245.855,1.75,0.0062256998814996575,0.0023346374555623713,0.4843173431734317,0.49287768051049374,Low
IU Health Methodist Hospital,756.37,189.09,224.94,4,7,189.0925,1.75,0.0047883230149578975,0.0017956211306092117,0.4843173431734317,0.49090128731899885,Low
Providence St Vincent Medical Center,573.2,143.3,224.94,4,7,143.3,1.75,0.0036287356084639356,0.001360775853173976,0.4843173431734317,0.4893068546350696,Low
Fresno VA Medical Center,510.81,127.7,210.96,4,7,127.7025,1.75,0.0032337655899502145,0.0012126620962313304,0.4843173431734317,0.48876377085961326,Low
New Bern Family Eye Care,436.86,109.22,119.04,4,7,109.215,1.75,0.002765613115690082,0.0010371049183837808,0.4843173431734317,0.48812006120750556,Low
Todays Vision,1203.39,80.23,302.88,15,26,80.22600000000001,1.7333333333333334,0.007618255659227871,0.0007618255659227872,0.4797047970479704,0.4880848782731211,Low
Professional Eyecare Associates Inc,407.31,101.83,280.0,4,7,101.8275,1.75,0.0025785420458538824,0.000966953267195206,0.4843173431734317,0.4878628384864808,Low
Baltimore Eye Physicians (FKA B Eric Jones MD PA),367.43,91.86,124.53,4,7,91.8575,1.75,0.0023260752348532865,0.0008722782130699824,0.4843173431734317,0.48751569662135497,Low
Complete Family Eye Care of Fruit Cove,342.45,85.61,126.64,4,7,85.6125,1.75,0.002167935291553515,0.0008129757343325681,0.4843173431734317,0.4872982541993178,Low
Santa Clarita Vision Center,322.94,80.74,93.68,4,7,80.735,1.75,0.002044424070825791,0.0007666590265596716,0.4843173431734317,0.4871284262708172,Low
Grossnickle Eye Center Inc,289.01,72.25,150.0,4,7,72.2525,1.75,0.0018296247002829065,0.0006861092626060899,0.4843173431734317,0.48683307713632074,Low
Biloxi VA Medical Center,272.98,68.24,82.84,4,7,68.245,1.75,0.0017281441842262478,0.0006480540690848429,0.4843173431734317,0.4866935414267428,Low
Whitsett Vision Group PLLC,259.09,64.77,145.45,4,7,64.7725,1.75,0.0016402112854098413,0.0006150792320286905,0.4843173431734317,0.4865726336908703,Low
Sterling Optical (AKA Ver Inc),238.02,59.5,118.39,4,7,59.505,1.75,0.0015068242315537089,0.0005650590868326408,0.4843173431734317,0.4863892264918181,Low
Premier Eye Clinic,237.85,59.46,112.59,4,7,59.4625,1.75,0.0015057480189692028,0.0005646555071134511,0.4843173431734317,0.4863877466995144,Low
