npi,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,program_year,payment_type,product_category,transaction_count,total_payment,avg_payment
1386899292,"Twiddy, Shannon Keith",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2021,Food and Beverage,Rybelsus,3,53.520000000,17.840000000
1457324451,"Peters, David W",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,4,53.510000000,13.377500000
1265478192,"Metzger, Daniel M",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2021,Food and Beverage,Rybelsus,3,53.510000000,17.836666667
1295174076,"Klingeman, Heather Marie",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,5,53.500000000,10.700000000
1922424993,"Spencer, Michael W",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Rybelsus,3,53.490000000,17.830000000
1376512418,"Ahmed, Rubina ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2020,Food and Beverage,Ozempic,3,53.470000000,17.823333333
1306235569,"Sturgis, Kelsey E",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Ozempic,5,53.420000000,10.684000000
1518995828,"Ferrari, Brad S",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Rybelsus,3,53.390000000,17.796666667
1770578676,"Mckenzie, Nisha Kimberly",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Other Novo Products,3,53.380000000,17.793333333
1356757173,"Peoples, Natasha Love",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Ozempic,3,53.370000000,17.790000000
1508129545,"Bhathal, Ramneet ",Family Practice,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2023,Food and Beverage,Wegovy,3,53.350000000,17.783333333
1215297973,"Snell, Kyle Lee",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,3,53.340000000,17.780000000
1245628098,"Smith, Courtney Rose-Meyer",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,1,53.330000000,53.330000000
1689281396,"Ottenbaker, Hillary Maxine",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,3,53.310000000,17.770000000
1326073792,"Ortiz, Joseph Daniel",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,3,53.300000000,17.766666667
1952390031,"Mansour-Habib, Nancy F",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Ozempic,3,53.280000000,17.760000000
1053567743,"Nadolsky, Karl Zahlmann",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,4,53.270000000,13.317500000
1801888904,"Yonan, Mazin Putrus",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Other Novo Products,4,53.260000000,13.315000000
1790917953,"Kranz, Kathrine Rose",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Ozempic,4,53.250000000,13.312500000
1093426652,"Gebara, Jenna Abbas",Nurse - Nurse Practitioner,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),2023,Food and Beverage,Rybelsus,4,53.230000000,13.307500000
1639149735,"Obeid, Erfan Adel",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2020,Food and Beverage,Ozempic,4,53.220000000,13.305000000
1578521290,"Artzberger, George E",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,3,53.200000000,17.733333333
1366421273,"Rao, Khalid A",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,4,53.180000000,13.295000000
1679937189,"Sudhakara, Avikshitha ",Internal Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2022,Food and Beverage,Ozempic,4,53.140000000,13.285000000
1508129545,"Bhathal, Ramneet ",Family Practice,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2022,Food and Beverage,Ozempic,4,53.140000000,13.285000000
1326247156,"Ahad, Duraid S",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,4,53.090000000,13.272500000
1922076835,"Kassab, Elias Habib",Cardiology - Interventional Cardiology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Other Novo Products,4,53.030000000,13.257500000
1013908060,"Septer, Michael J",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,3,52.990000000,17.663333333
1386899292,"Twiddy, Shannon Keith",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Ozempic,3,52.980000000,17.660000000
1265478192,"Metzger, Daniel M",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Ozempic,3,52.980000000,17.660000000
1023447695,"Chandy, Jerry Idiculla",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Rybelsus,4,52.970000000,13.242500000
1659303766,"Yerra, Kameshwari ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2020,Food and Beverage,Other Novo Products,5,52.930000000,10.586000000
1205090065,"Howard, John W",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2024,Food and Beverage,Rybelsus,3,52.920000000,17.640000000
1528083037,"Lipsky, Jeffrey S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,4,52.860000000,13.215000000
1003893934,"Korkigian, Armen A",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2021,Food and Beverage,Other Novo Products,5,52.840000000,10.568000000
1790797207,"Rudy, William M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2021,Food and Beverage,Other Novo Products,5,52.830000000,10.566000000
1700160306,"Hughes Carter, Della Lee",Nurse - Nurse Practitioner,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),2024,Food and Beverage,Wegovy,3,52.820000000,17.606666667
1053414128,"Lightfoot, Diana L",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,1,52.760000000,52.760000000
1598879496,"Sattar, Hamid ",Cardiology - Cardiologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Rybelsus,3,52.760000000,17.586666667
1174530232,"Zohoury, Mark R",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Ozempic,6,52.730000000,8.788333333
1386634749,"Deitch, Jeffrey S",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,7,52.720000000,7.531428571
1679195176,"Dignan, Shane Michael",Physician Assistant,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2024,Food and Beverage,Wegovy,3,52.720000000,17.573333333
1356380513,"Debrincat, Paul George",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Wegovy,3,52.680000000,17.560000000
1689643124,"Naoumi, Manhal H",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,3,52.680000000,17.560000000
1972021319,"Wright, Kelly Ann",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Other Novo Products,6,52.630000000,8.771666667
1134130834,"Kling, Marcia Elizabeth",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Wegovy,3,52.630000000,17.543333333
1568842052,"Cox, Anna ",Nurse - Nurse Practitioner,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2021,Food and Beverage,Other Novo Products,5,52.630000000,10.526000000
1386625770,"Alnajjar, David S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Wegovy,3,52.620000000,17.540000000
1184260077,"Nasser, Sandra Talal",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Wegovy,3,52.620000000,17.540000000
1154329423,"Oostendorp, Michaele Christine",Internal Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2023,Food and Beverage,Rybelsus,4,52.580000000,13.145000000
1073018917,"Barnes, Brendan A",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,3,52.520000000,17.506666667
1982691846,"Khaneja-Sharrow, Rita Rani",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Food and Beverage,Wegovy,3,52.520000000,17.506666667
1720283633,"Gendernalik, James Driscoll",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,3,52.520000000,17.506666667
1881899946,"Elfakih, Assem Anis",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Other Novo Products,3,52.500000000,17.500000000
1588612576,"Barker, Charles R",Osteopathic Manipulative Medicine,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2024,Food and Beverage,Ozempic,3,52.490000000,17.496666667
1437193794,"Mian, Saadia Rafiq",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Other Novo Products,3,52.440000000,17.480000000
1639195456,"Saleh, Mohammad J",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Wegovy,3,52.440000000,17.480000000
1841245263,"Dawood-Farah, Farah Rafik",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,3,52.440000000,17.480000000
1871008821,"Towns, Nicole Roberta",Nurse - Nurse Practitioner,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2023,Food and Beverage,Wegovy,4,52.410000000,13.102500000
1124095880,"Elconin, Lisa B",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,3,52.370000000,17.456666667
1902896731,"Diora, Gordhan G",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,3,52.370000000,17.456666667
1891175048,"Samona, Tassia M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,3,52.370000000,17.456666667
1720062334,"Mindell, Seth M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,4,52.360000000,13.090000000
1144208232,"Fabello-Gamiao, Jacqueline F",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Other Novo Products,2,52.320000000,26.160000000
1396726808,"Demashkieh, Fadi ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Rybelsus,3,52.300000000,17.433333333
1003894619,"Yoder, Cordell L",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Ozempic,3,52.290000000,17.430000000
1083698682,"Klausner, Mitchell E",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,3,52.290000000,17.430000000
1770546749,"Shull, Amber Lynn",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Ozempic,3,52.250000000,17.416666667
1841368370,"Russell-Little, Karen R",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,3,52.230000000,17.410000000
1902249766,"Al-Sheikh, Anas ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Other Novo Products,3,52.220000000,17.406666667
1386625770,"Alnajjar, David S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Other Novo Products,3,52.210000000,17.403333333
1780193748,"Eidy, Fatima Ali",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,3,52.200000000,17.400000000
1184260077,"Nasser, Sandra Talal",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Other Novo Products,3,52.200000000,17.400000000
1730136813,"Fuentes, Maricarmen ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Ozempic,4,52.180000000,13.045000000
1386696664,"Millett, John Bevan",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Ozempic,3,52.170000000,17.390000000
1265451884,"Matthews, Alissa Marie",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,5,52.150000000,10.430000000
1417676842,"Darcy, Hannah Christine",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Other Novo Products,2,52.140000000,26.070000000
1760665863,"Ali, Omar ",Cardiology - Cardiologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Ozempic,3,52.130000000,17.376666667
1982834198,"Ricketts, Robert Modesto",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Ozempic,3,52.110000000,17.370000000
1124078555,"Childers, Timothy W",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,4,52.060000000,13.015000000
1386634632,"Jaddou, Neil Danial",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Ozempic,3,52.020000000,17.340000000
1013340108,"Ticcony, Tracey Renee",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,3,52.000000000,17.333333333
1295254134,"Toma, Ahlam Matti",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,3,51.990000000,17.330000000
1659942357,"Sadler, Jessica Lynne",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Wegovy,5,51.910000000,10.382000000
1831311778,"Macfield, Peter Sonjoy",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,3,51.900000000,17.300000000
1740264001,"Finlayson, Carol Osborn",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Ozempic,5,51.840000000,10.368000000
1033509286,"Klint, Pam J",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Rybelsus,3,51.830000000,17.276666667
1346250578,"Smylnycky, Agnieszka Z",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Wegovy,3,51.830000000,17.276666667
